Player,Nation,Pos,Age,Team,League,Min,90s,Gls,Ast,per_90_Gls,per_90_Ast,SoT,Crs,TklW,Int,CrdY,CrdR,Saves,CS,GA,Lig_Puani,Takim_Puani,Lig_Max_90s,oynanabilirlik_skoru,Zorluk_Seviyesi
Adrien Rabiot,FRA,MF,30.0,Milan,ITA-Serie A,2640,29.33,6,4,0.2,0.14,12,67,31,20,7,1,0.0,0.0,0.0,90,80,48.28,70.58,Zor
Adrien Tameze,CMR,DF,31.0,Torino,ITA-Serie A,1120,12.44,0,0,0.0,0.0,0,14,12,19,3,0,0.0,0.0,0.0,90,40,48.28,31.09,Zor
Adrien Thomasson,FRA,MF,31.0,Lens,FRA-Ligue 1,2683,29.81,3,9,0.1,0.3,13,121,56,20,11,0,0.0,0.0,0.0,85,70,34.0,67.41,Zor
Adrien Truffert,FRA,DF,23.0,Bournemouth,ENG-Premier League,3379,37.54,1,5,0.03,0.13,6,142,51,43,5,0,0.0,0.0,0.0,100,70,38.0,69.75,Zor
Adrià Pedrosa,ESP,"DF,MF",27.0,Elche,ESP-La Liga,1096,12.18,1,1,0.08,0.08,3,54,19,16,4,0,0.0,0.0,0.0,95,40,38.0,31.85,Zor
Adrián Liso,ESP,"FW,MF",20.0,Getafe,ESP-La Liga,1702,18.91,3,0,0.16,0.0,10,42,22,4,5,1,0.0,0.0,0.0,95,40,38.0,33.97,Zor
Adrián de la Fuente,ESP,DF,26.0,Levante,ESP-La Liga,2711,30.12,3,1,0.1,0.03,9,40,18,48,5,0,0.0,0.0,0.0,95,40,38.0,37.51,Zor
Afonso Moreira,POR,"MF,FW",20.0,Lyon,FRA-Ligue 1,1722,19.13,4,7,0.21,0.37,14,119,22,12,3,0,0.0,0.0,0.0,85,70,34.0,60.82,Zor
Ahmet Oğuz,TUR,DF,32.0,Kocaelispor,TUR-Super Lig,2144,23.82,0,2,0.0,0.08,2,119,48,42,10,0,0.0,0.0,0.0,90,40,34.0,36.41,Zor
Aimar Oroz,ESP,"MF,FW",23.0,Osasuna,ESP-La Liga,2139,23.77,0,2,0.0,0.08,4,32,18,8,6,0,0.0,0.0,0.0,95,40,38.0,35.51,Zor
Ainsley Maitland-Niles,ENG,"DF,MF",27.0,Lyon,FRA-Ligue 1,2483,27.59,1,4,0.04,0.14,7,44,36,33,7,1,0.0,0.0,0.0,85,70,34.0,66.04,Zor
Aitor Paredes,ESP,DF,25.0,Athletic Club,ESP-La Liga,1630,18.11,2,0,0.11,0.0,4,1,12,26,4,0,0.0,0.0,0.0,95,75,38.0,63.22,Zor
Aitor Ruibal,ESP,"DF,MF",29.0,Real Betis,ESP-La Liga,1808,20.09,4,2,0.2,0.1,12,31,32,20,6,1,0.0,0.0,0.0,95,40,38.0,34.34,Zor
Akor Adams,NGA,FW,25.0,Sevilla,ESP-La Liga,2064,22.93,10,3,0.44,0.13,30,17,4,1,3,0,0.0,0.0,0.0,95,40,38.0,35.24,Zor
Aladji Bamba,FRA,MF,19.0,Monaco,FRA-Ligue 1,816,9.07,0,2,0.0,0.22,1,4,20,8,2,0,0.0,0.0,0.0,85,70,34.0,54.6,Zor
Alan Matturro,URU,DF,20.0,Levante,ESP-La Liga,947,10.52,1,1,0.1,0.1,1,0,13,6,0,1,0.0,0.0,0.0,95,40,38.0,31.32,Zor
Alassane Ndao,SEN,"MF,FW",28.0,Konyaspor,TUR-Super Lig,790,8.78,2,3,0.23,0.34,4,31,7,5,0,0,0.0,0.0,0.0,90,40,34.0,31.1,Zor
Albert Guðmundsson,ISL,"FW,MF",28.0,Fiorentina,ITA-Serie A,2250,25.0,5,4,0.2,0.16,15,54,4,3,4,1,0.0,0.0,0.0,90,40,48.28,34.21,Zor
Albert Sambi Lokonga,BEL,MF,25.0,Hamburger SV,GER-Bundesliga,1710,19.0,5,0,0.26,0.0,11,13,13,13,3,0,0.0,0.0,0.0,90,40,34.0,34.71,Zor
Alberto Grassi,ITA,MF,30.0,Cremonese,ITA-Serie A,1753,19.48,0,0,0.0,0.0,4,3,11,35,4,1,0.0,0.0,0.0,90,40,48.28,32.84,Zor
Alberto Moleiro,ESP,MF,21.0,Villarreal,ESP-La Liga,2478,27.53,10,5,0.36,0.18,20,31,21,14,4,0,0.0,0.0,0.0,95,75,38.0,68.8,Zor
Alberto Moreno,ESP,DF,33.0,Como,ITA-Serie A,1233,13.7,2,1,0.15,0.07,4,34,12,7,4,0,0.0,0.0,0.0,90,40,48.28,31.41,Zor
Alberto Paleari,ITA,GK,32.0,Torino,ITA-Serie A,2610,29.0,0,0,0.0,0.0,0,0,0,1,1,0,82.0,9.0,45.0,90,40,48.28,35.21,Zor
Alberto Reina,ESP,MF,27.0,Oviedo,ESP-La Liga,2462,27.36,4,1,0.15,0.04,11,52,18,19,6,1,0.0,0.0,0.0,95,40,38.0,36.64,Zor
Albian Hajdari,KVX,DF,22.0,Hoffenheim,GER-Bundesliga,2434,27.04,1,2,0.04,0.07,4,19,38,42,10,0,0.0,0.0,0.0,90,40,34.0,37.54,Zor
Aleix Febas,ESP,MF,29.0,Elche,ESP-La Liga,3160,35.11,2,2,0.06,0.06,8,22,46,27,10,0,0.0,0.0,0.0,95,40,38.0,39.09,Zor
Aleix García,ESP,MF,28.0,Leverkusen,GER-Bundesliga,2667,29.63,3,8,0.1,0.27,5,123,20,22,6,0,0.0,0.0,0.0,90,85,34.0,81.72,Orta
Alejandro Balde,ESP,DF,21.0,Barcelona,ESP-La Liga,1869,20.77,0,2,0.0,0.1,1,25,21,6,2,0,0.0,0.0,0.0,95,100,38.0,86.4,Kolay
Alejandro Francés,ESP,DF,22.0,Girona,ESP-La Liga,1116,12.4,0,2,0.0,0.16,4,24,15,16,2,1,0.0,0.0,0.0,95,75,38.0,59.84,Zor
Alejandro Garnacho,ARG,MF,21.0,Chelsea,ENG-Premier League,1268,14.09,1,4,0.07,0.28,7,61,13,4,2,0,0.0,0.0,0.0,100,80,38.0,64.9,Zor
Alejandro Rego,ESP,MF,22.0,Athletic Club,ESP-La Liga,1279,14.21,1,1,0.07,0.07,3,6,20,21,6,0,0.0,0.0,0.0,95,75,38.0,60.91,Zor
Aleksandar Jovanović,SRB,GK,32.0,Kocaelispor,TUR-Super Lig,1575,17.5,0,0,0.0,0.0,0,0,0,0,3,0,32.0,6.0,18.0,90,40,34.0,34.18,Zor
Aleksandar Pavlovic,GER,MF,21.0,Bayern Munich,GER-Bundesliga,1462,16.24,3,1,0.18,0.06,5,15,15,13,2,0,0.0,0.0,0.0,90,100,34.0,84.33,Orta
Aleksandr Golovin,RUS,MF,29.0,Monaco,FRA-Ligue 1,1649,18.32,5,5,0.27,0.27,18,37,18,21,4,1,0.0,0.0,0.0,85,70,34.0,60.32,Zor
Alessandro Bastoni,ITA,DF,26.0,Inter,ITA-Serie A,2239,24.88,1,4,0.04,0.16,8,85,39,21,6,0,0.0,0.0,0.0,90,95,48.28,81.19,Orta
Alessandro Buongiorno,ITA,DF,26.0,Napoli,ITA-Serie A,2521,28.01,0,1,0.0,0.04,3,6,22,40,3,0,0.0,0.0,0.0,90,90,48.28,78.66,Orta
Alessandro Circati,AUS,DF,21.0,Parma,ITA-Serie A,2664,29.6,1,0,0.03,0.0,1,5,25,27,6,0,0.0,0.0,0.0,90,40,48.28,35.36,Zor
Alessandro Deiola,ITA,"MF,DF",29.0,Cagliari,ITA-Serie A,1430,15.89,0,2,0.0,0.13,7,2,20,13,3,0,0.0,0.0,0.0,90,40,48.28,31.95,Zor
Alessandro Marcandalli,ITA,DF,22.0,Genoa,ITA-Serie A,2597,28.86,0,2,0.0,0.07,2,10,24,18,4,0,0.0,0.0,0.0,90,40,48.28,35.17,Zor
Alessandro Zanoli,ITA,MF,24.0,Udinese,ITA-Serie A,1280,14.22,1,2,0.07,0.14,1,40,18,7,1,0,0.0,0.0,0.0,90,40,48.28,31.53,Zor
Alessio Romagnoli,ITA,DF,30.0,Lazio,ITA-Serie A,2666,29.62,0,0,0.0,0.0,4,2,14,32,6,1,0.0,0.0,0.0,90,75,48.28,66.3,Zor
Alessio Zerbin,ITA,MF,26.0,Cremonese,ITA-Serie A,1646,18.29,0,3,0.0,0.16,7,58,20,3,1,0,0.0,0.0,0.0,90,40,48.28,32.55,Zor
Alex Iwobi,NGA,MF,29.0,Fulham,ENG-Premier League,2419,26.88,4,3,0.15,0.11,15,88,18,15,3,0,0.0,0.0,0.0,100,40,38.0,36.49,Zor
Alex Scott,ENG,MF,21.0,Bournemouth,ENG-Premier League,2849,31.66,3,1,0.09,0.03,13,88,38,35,5,0,0.0,0.0,0.0,100,70,38.0,66.5,Zor
Alexander Nübel,GER,GK,28.0,Stuttgart,GER-Bundesliga,3060,34.0,0,1,0.0,0.03,0,0,0,1,0,0,107.0,11.0,49.0,90,75,34.0,75.0,Orta
Alexander Prass,AUT,MF,24.0,Hoffenheim,GER-Bundesliga,1308,14.53,3,2,0.21,0.14,11,47,22,6,4,0,0.0,0.0,0.0,90,40,34.0,33.13,Zor
Alexander Sørloth,NOR,FW,29.0,Atlético Madrid,ESP-La Liga,1980,22.0,13,0,0.59,0.0,35,10,7,0,4,1,0.0,0.0,0.0,95,92,38.0,80.38,Orta
Alexandre Alemão,BRA,FW,27.0,Rayo Vallecano,ESP-La Liga,1136,12.62,4,0,0.32,0.0,12,5,2,1,3,0,0.0,0.0,0.0,95,40,38.0,31.99,Zor
Alexandru Maxim,ROU,"MF,FW",35.0,Gaziantep,TUR-Super Lig,2680,29.78,5,7,0.17,0.24,15,172,18,18,7,0,0.0,0.0,0.0,90,40,34.0,38.51,Zor
Alexis Claude-Maurice,FRA,"MF,FW",27.0,Augsburg,GER-Bundesliga,2097,23.3,5,4,0.21,0.17,26,65,26,8,3,0,0.0,0.0,0.0,90,40,34.0,36.22,Zor
Alexis Mac Allister,ARG,MF,26.0,Liverpool,ENG-Premier League,2658,29.53,2,4,0.07,0.14,12,20,27,18,7,0,0.0,0.0,0.0,100,95,38.0,88.65,Kolay
Alexis Saelemaekers,BEL,MF,26.0,Milan,ITA-Serie A,2788,30.98,3,3,0.1,0.1,11,82,38,30,5,0,0.0,0.0,0.0,90,80,48.28,71.4,Zor
Alexis Sánchez,CHI,"FW,MF",36.0,Sevilla,ESP-La Liga,1308,14.53,4,2,0.28,0.14,9,25,13,7,3,0,0.0,0.0,0.0,95,40,38.0,32.59,Zor
Alexis Vossah,FRA,MF,17.0,Toulouse,FRA-Ligue 1,1092,12.13,1,1,0.08,0.08,2,6,7,7,5,1,0.0,0.0,0.0,85,40,34.0,32.28,Zor
Alfonso Espino,URU,"DF,MF",33.0,Rayo Vallecano,ESP-La Liga,1486,16.51,2,0,0.12,0.0,9,49,33,15,3,0,0.0,0.0,0.0,95,40,38.0,33.21,Zor
Alfonso Pedraza,ESP,DF,29.0,Villarreal,ESP-La Liga,1689,18.77,1,3,0.05,0.16,3,84,31,29,8,0,0.0,0.0,0.0,95,75,38.0,63.61,Zor
Ali Abdi,TUN,"MF,DF",31.0,Nice,FRA-Ligue 1,1187,13.19,3,0,0.23,0.0,4,33,11,10,4,1,0.0,0.0,0.0,85,40,34.0,32.66,Zor
Ali Sowe,GAM,FW,31.0,Rizespor,TUR-Super Lig,2284,25.38,8,4,0.32,0.16,17,2,5,3,3,0,0.0,0.0,0.0,90,40,34.0,36.96,Zor
Ali Yousuf,LBY,DF,24.0,Nantes,FRA-Ligue 1,969,10.77,0,0,0.0,0.0,1,1,7,18,4,0,0.0,0.0,0.0,85,40,34.0,31.8,Zor
Alidu Seidu,GHA,DF,25.0,Rennes,FRA-Ligue 1,1186,13.18,0,1,0.0,0.08,1,11,22,17,1,0,0.0,0.0,0.0,85,40,34.0,32.65,Zor
Alimami Gory,MLI,"MF,DF",28.0,Paris FC,FRA-Ligue 1,982,10.91,5,1,0.46,0.09,6,10,11,8,3,0,0.0,0.0,0.0,85,40,34.0,31.85,Zor
Alisson,BRA,GK,32.0,Liverpool,ENG-Premier League,2340,26.0,0,0,0.0,0.0,0,0,0,0,1,0,57.0,8.0,31.0,100,95,38.0,86.0,Kolay
Aljoscha Kemlein,GER,MF,20.0,Union Berlin,GER-Bundesliga,1959,21.77,0,2,0.0,0.09,2,9,25,18,4,0,0.0,0.0,0.0,90,40,34.0,35.68,Zor
Allan Godói,BRA,DF,32.0,Göztepe,TUR-Super Lig,1858,20.64,0,2,0.0,0.1,2,2,29,34,2,0,0.0,0.0,0.0,90,40,34.0,35.28,Zor
Alpha Touré,SEN,MF,19.0,Metz,FRA-Ligue 1,1606,17.84,0,1,0.0,0.06,1,13,23,10,5,0,0.0,0.0,0.0,85,40,34.0,34.3,Zor
Alphonse Areola,FRA,GK,32.0,West Ham,ENG-Premier League,1800,20.0,0,1,0.0,0.05,0,0,0,1,0,0,76.0,0.0,37.0,100,40,38.0,34.32,Zor
Amad Diallo,CIV,MF,23.0,Manchester Utd,ENG-Premier League,2341,26.01,2,3,0.08,0.12,23,46,23,15,2,0,0.0,0.0,0.0,100,85,38.0,76.95,Orta
Amadou Onana,BEL,MF,23.0,Aston Villa,ENG-Premier League,1758,19.53,2,0,0.1,0.0,7,0,30,19,3,0,0.0,0.0,0.0,100,80,38.0,68.33,Zor
Amin Sarr,SWE,"FW,MF",24.0,Hellas Verona,ITA-Serie A,1102,12.24,0,1,0.0,0.08,6,12,9,4,2,1,0.0,0.0,0.0,90,40,48.28,31.04,Zor
Amine Adli,MAR,MF,25.0,Bournemouth,ENG-Premier League,1094,12.16,3,1,0.25,0.08,9,39,17,6,2,0,0.0,0.0,0.0,100,70,38.0,55.72,Zor
Amine Cherni,TUN,MF,24.0,Göztepe,TUR-Super Lig,2996,33.29,0,4,0.0,0.12,6,222,29,21,1,0,0.0,0.0,0.0,90,40,34.0,39.75,Zor
Amine Gouiri,ALG,"FW,MF",25.0,Marseille,FRA-Ligue 1,1326,14.73,8,3,0.54,0.2,17,37,9,3,1,0,0.0,0.0,0.0,85,70,34.0,58.1,Zor
Amine Harit,MAR,MF,28.0,Başakşehir,TUR-Super Lig,1555,17.28,2,3,0.12,0.17,6,34,9,16,3,0,0.0,0.0,0.0,90,75,34.0,63.94,Zor
Amine Sbai,MAR,"MF,FW",24.0,Angers,FRA-Ligue 1,1818,20.2,3,1,0.15,0.05,16,59,10,4,3,1,0.0,0.0,0.0,85,40,34.0,35.13,Zor
Amir Rrahmani,KVX,DF,31.0,Napoli,ITA-Serie A,1795,19.94,2,1,0.1,0.05,4,1,12,22,2,0,0.0,0.0,0.0,90,90,48.28,74.15,Zor
Amos Pieper,GER,DF,27.0,Werder Bremen,GER-Bundesliga,1502,16.69,0,0,0.0,0.0,2,8,24,26,4,0,0.0,0.0,0.0,90,40,34.0,33.89,Zor
Anastasios Douvikas,GRE,FW,25.0,Como,ITA-Serie A,2273,25.26,14,1,0.55,0.04,30,4,10,4,0,0,0.0,0.0,0.0,90,40,48.28,34.28,Zor
Ander Barrenetxea,ESP,MF,23.0,Real Sociedad,ESP-La Liga,1763,19.59,3,5,0.15,0.26,11,72,18,17,5,0,0.0,0.0,0.0,95,75,38.0,64.1,Zor
Andoni Gorosabel,ESP,DF,28.0,Athletic Club,ESP-La Liga,1360,15.11,0,1,0.0,0.07,1,55,24,18,3,0,0.0,0.0,0.0,95,75,38.0,61.45,Zor
Andrea Cambiaso,ITA,"MF,DF",25.0,Juventus,ITA-Serie A,2769,30.77,3,4,0.1,0.13,13,123,39,20,3,1,0.0,0.0,0.0,90,85,48.28,75.75,Orta
Andrea Pinamonti,ITA,FW,26.0,Sassuolo,ITA-Serie A,2552,28.36,9,3,0.32,0.11,30,9,5,2,2,1,0.0,0.0,0.0,90,40,48.28,35.05,Zor
Andreas Gianniotis,GRE,GK,32.0,Kasımpaşa,TUR-Super Lig,2970,33.0,1,0,0.03,0.0,1,0,0,1,4,0,88.0,8.0,49.0,90,40,34.0,39.65,Zor
Andreas Hanche-Olsen,NOR,DF,28.0,Mainz 05,GER-Bundesliga,851,9.46,0,1,0.0,0.11,3,0,5,13,3,0,0.0,0.0,0.0,90,40,34.0,31.34,Zor
Andreas Hountondji,BEN,FW,23.0,St Pauli,GER-Bundesliga,1067,11.86,4,0,0.34,0.0,13,20,0,0,2,0,0.0,0.0,0.0,90,40,34.0,32.19,Zor
Andrei Ratiu,ROU,DF,27.0,Rayo Vallecano,ESP-La Liga,2807,31.19,0,4,0.0,0.13,9,105,44,39,9,0,0.0,0.0,0.0,95,40,38.0,37.85,Zor
Andrej Ilic,SRB,FW,25.0,Union Berlin,GER-Bundesliga,2257,25.08,5,10,0.2,0.4,26,18,3,2,5,0,0.0,0.0,0.0,90,40,34.0,36.85,Zor
Andrej Kramarić,CRO,"MF,FW",34.0,Hoffenheim,GER-Bundesliga,2207,24.52,14,6,0.57,0.24,33,82,5,7,2,0,0.0,0.0,0.0,90,40,34.0,36.65,Zor
Andrew Omobamidele,IRL,DF,23.0,Strasbourg,FRA-Ligue 1,1357,15.08,1,0,0.07,0.0,3,0,4,16,4,0,0.0,0.0,0.0,85,40,34.0,33.32,Zor
Andrey Santos,BRA,MF,21.0,Chelsea,ENG-Premier League,1260,14.0,1,0,0.07,0.0,2,2,21,18,4,0,0.0,0.0,0.0,100,80,38.0,64.84,Zor
Andri Fannar Baldursson,ISL,MF,23.0,Kasımpaşa,TUR-Super Lig,2713,30.14,0,1,0.0,0.03,2,4,48,39,8,0,0.0,0.0,0.0,90,40,34.0,38.64,Zor
Andrias Edmundsson,FRO,DF,24.0,Hellas Verona,ITA-Serie A,1319,14.66,0,0,0.0,0.0,1,4,20,28,3,0,0.0,0.0,0.0,90,40,48.28,31.64,Zor
András Schäfer,HUN,MF,26.0,Union Berlin,GER-Bundesliga,1421,15.79,2,1,0.13,0.06,10,18,22,20,2,1,0.0,0.0,0.0,90,40,34.0,33.57,Zor
André,BRA,MF,24.0,Wolves,ENG-Premier League,2762,30.69,1,0,0.03,0.0,1,40,42,25,12,0,0.0,0.0,0.0,100,40,38.0,37.69,Zor
André Almeida,POR,MF,25.0,Valencia,ESP-La Liga,1017,11.3,0,2,0.0,0.18,3,65,11,8,0,0,0.0,0.0,0.0,95,40,38.0,31.57,Zor
André Onana,CMR,GK,29.0,Trabzonspor,TUR-Super Lig,2526,28.07,0,1,0.0,0.04,0,1,0,1,3,0,78.0,6.0,34.0,90,90,34.0,85.29,Kolay
André Silva,POR,FW,29.0,Elche,ESP-La Liga,1849,20.54,10,0,0.49,0.0,29,3,8,4,3,0,0.0,0.0,0.0,95,40,38.0,34.49,Zor
Andy Robertson,SCO,DF,31.0,Liverpool,ENG-Premier League,1176,13.07,1,0,0.08,0.0,3,53,10,7,0,0,0.0,0.0,0.0,100,95,38.0,76.3,Orta
Anfernee Dijksteel,SUR,DF,28.0,Kocaelispor,TUR-Super Lig,2689,29.88,0,0,0.0,0.0,0,17,21,27,2,0,0.0,0.0,0.0,90,40,34.0,38.55,Zor
Ange-Yoan Bonny,CIV,FW,21.0,Inter,ITA-Serie A,1142,12.69,5,4,0.39,0.32,9,6,9,1,1,0,0.0,0.0,0.0,90,95,48.28,73.99,Zor
Angel Gomes,ENG,"MF,FW",24.0,Marseille,ENG-Premier League,1349,14.99,3,0,0.2,0.0,7,19,10,5,5,0,0.0,0.0,0.0,100,70,38.0,57.28,Zor
Angelo Stiller,GER,MF,24.0,Stuttgart,GER-Bundesliga,2743,30.48,2,5,0.07,0.16,8,105,23,28,1,0,0.0,0.0,0.0,90,75,34.0,72.67,Zor
Ansgar Knauff,GER,"MF,FW",23.0,Frankfurt,GER-Bundesliga,1326,14.73,4,1,0.27,0.07,14,39,10,9,3,0,0.0,0.0,0.0,90,75,34.0,62.25,Zor
Ansu Fati,ESP,"MF,FW",22.0,Monaco,FRA-Ligue 1,1093,12.14,11,0,0.91,0.0,24,8,9,2,1,0,0.0,0.0,0.0,85,70,34.0,56.5,Zor
